ID,City_Code,Region_Code,Accomodation_Type,Reco_Insurance_Type,Lower_Age,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response
15725,20,5811,1,0,22,0,5,2,3.0,1,8.58858318750291,0
15726,19,3313,0,0,69,0,3,15,2.0,20,9.623773649733524,1
15727,15,228,1,0,35,0,4,1,1.0,2,9.094255892955381,0
15728,1,1325,1,0,44,0,1,15,1.0,16,9.159468041602427,0
15729,4,481,0,0,29,0,2,3,3.0,5,8.935377071932177,0
15730,5,1292,1,1,29,1,2,2,3.0,9,9.680344001221918,0
15731,6,1230,1,0,25,0,0,2,3.0,4,8.927446816256198,0
15732,1,327,1,0,26,0,1,2,3.0,17,9.0831885863157,0
15733,1,3366,0,0,68,0,4,6,4.0,17,9.818365299119293,1
15734,1,300,1,0,24,0,0,3,1.0,17,8.840724916761715,0
15735,29,355,1,1,29,1,2,1,3.0,21,9.626098986369522,0
15736,4,105,0,1,23,1,0,5,3.0,7,9.455574128163125,0
15737,15,4593,0,1,46,1,6,6,4.0,22,10.178935087319566,0
15738,2,218,0,0,57,0,3,7,3.0,22,9.574149804815514,0
15739,15,1404,1,0,23,0,2,2,1.0,2,8.557951183888406,0
15740,8,4700,1,0,32,0,2,4,3.0,19,9.31847703058076,0
15741,1,643,1,0,33,0,1,5,3.0,20,9.471164990258082,0
15742,9,671,0,0,66,0,0,4,3.0,4,9.92093446613985,0
15743,2,1637,0,1,27,0,0,5,3.0,21,10.1436062080563,1
15744,9,3394,0,0,75,0,3,5,3.0,6,9.807637226879294,0
15745,2,3629,0,0,33,0,1,10,3.0,22,8.925853190420922,0
15746,1,406,0,0,59,0,0,7,3.0,21,9.519147726042911,0
15747,28,3550,1,0,68,0,2,5,3.0,14,9.757073534080591,1
15748,1,180,0,0,49,0,2,1,1.0,15,9.443038136095204,1
15749,15,3951,1,1,21,0,2,2,1.0,16,10.02446547908903,0
15750,2,4021,0,0,31,0,1,6,3.0,22,8.759354748566208,0
15751,2,187,1,0,52,0,1,2,3.0,22,9.923878242183862,0
15752,3,2186,1,0,48,0,0,4,2.0,20,9.664214619292034,0
15753,2,445,0,1,59,1,0,4,3.0,21,9.989830372758144,0
15754,15,902,1,1,21,0,0,3,2.0,16,9.995592601391504,0
15755,1,1462,0,1,59,1,0,15,4.0,5,9.925796839455963,0
15756,9,296,0,0,67,0,1,15,4.0,4,9.60723552940128,0
15757,3,3068,1,0,26,0,0,2,2.0,17,8.914626127827137,1
15758,3,3180,1,0,56,0,0,9,2.0,2,9.492507263739853,0
15759,1,2416,0,1,29,1,1,2,2.0,16,9.6457525564523,0
15760,5,422,0,0,25,0,0,2,4.0,22,8.57922858233569,1
15761,17,2261,1,1,73,1,1,1,3.0,1,10.16695889627285,0
15762,9,518,1,0,23,0,0,1,1.0,6,8.812843433517195,0
15763,2,2029,1,0,45,0,1,12,3.0,13,9.633121357849578,1
15764,9,1712,1,0,27,0,0,1,3.0,22,8.574707097616844,0
15765,17,529,1,0,71,0,3,1,1.0,12,9.566194979531012,0
15766,1,670,0,0,66,0,0,4,4.0,21,9.914625296946584,0
15767,13,1257,0,0,55,0,1,2,3.0,1,9.285447844462988,0
15768,19,1311,1,0,20,0,0,1,1.0,19,9.009936307631463,0
15769,29,355,0,0,22,0,0,2,4.0,22,8.849657406639912,1
15770,16,1994,0,0,34,0,2,1,3.0,5,9.243001154215731,0
15771,3,245,0,0,40,0,4,2,1.0,16,9.344871264933788,0
15772,7,3043,0,0,73,0,1,14,2.0,20,9.880832861971323,0
15773,16,1354,1,0,46,0,5,3,1.0,17,9.589872098057842,0
15774,9,702,1,0,19,0,0,1,1.0,4,8.399760094524142,0
15775,1,1735,1,0,30,0,0,8,3.0,16,9.068776807654396,0
15776,3,356,1,0,51,0,0,15,4.0,19,9.611663580917012,1
15777,16,3726,1,0,21,0,1,1,1.0,16,9.197457746145169,1
15778,1,700,1,0,24,0,1,4,3.0,21,8.304989580140361,0
15779,2,445,0,0,75,0,3,15,3.0,3,9.815311861632402,0
15780,3,1566,0,0,37,0,1,3,1.0,12,9.469622969906265,0
15781,4,70,1,1,21,1,0,2,1.0,18,9.229358377811945,0
15782,1,3405,0,0,61,0,4,15,3.0,7,9.927204079153444,0
15783,1,2713,0,0,63,0,3,15,4.0,17,9.871996885444757,0
15784,1,24,0,0,75,0,3,15,4.0,7,10.009198006958242,0
15785,2,2555,1,0,44,0,1,8,3.0,11,9.757999245787522,0
15786,17,2500,0,1,34,1,4,1,1.0,19,9.620992006771647,1
15787,10,1769,1,0,22,0,1,2,3.0,12,8.435549202375727,0
15788,1,38,1,0,43,0,0,8,1.0,22,9.311994025702683,1
15789,8,1628,0,0,52,0,4,6,3.0,16,9.76388059814971,0
15790,4,598,1,0,33,0,5,3,3.0,19,9.078407700715356,1
15791,1,681,1,0,21,0,2,1,3.0,19,8.369620826949102,0
15792,11,433,0,1,57,1,0,3,3.0,20,10.258080330270536,0
15793,6,830,1,0,65,0,0,1,3.0,12,9.464051924856811,0
15794,1,500,0,1,68,1,1,3,4.0,22,10.233539221354418,0
15795,2,789,0,0,26,0,1,4,3.0,18,8.509161019718974,1
15796,26,829,1,0,22,0,2,1,1.0,12,8.466320861042481,0
15797,1,466,0,1,64,1,3,15,4.0,16,10.181800874983809,0
15798,23,1129,0,1,64,1,1,6,3.0,14,10.094521049932105,1
15799,18,3069,0,0,49,0,0,3,2.0,16,9.70063670448968,0
15800,23,54,0,0,69,0,2,8,3.0,18,9.660141293904399,0
15801,7,2836,0,1,16,1,3,15,3.0,22,9.775881427930981,0
15802,17,1757,1,0,22,0,1,1,1.0,12,9.182763604205949,0
15803,2,2655,0,0,63,0,2,2,3.0,3,9.74425732696557,0
15804,1,3843,0,1,61,1,5,3,1.0,17,10.15766454643051,1
15805,2,1366,0,0,75,0,0,2,4.0,22,10.04220547184795,0
15806,7,2581,0,1,21,1,0,7,3.0,21,9.791102421941337,0
15807,1,494,0,1,22,1,0,10,1.0,22,10.382847276705888,0
15808,12,1301,0,1,19,0,2,1,3.0,22,10.125990898962915,1
15809,7,1476,1,0,25,0,2,1,3.0,21,8.776475789346321,0
15810,15,2550,0,0,59,0,1,3,1.0,2,9.561841957140917,1
15811,1,916,0,0,75,0,0,5,3.0,5,9.857653016192328,0
15812,12,84,0,1,64,1,1,5,1.0,19,10.129810045656354,1
15813,18,980,1,0,29,0,0,2,1.0,12,8.670772279344538,1
15814,3,808,1,1,35,1,1,3,2.0,20,10.13421824853777,0
15815,2,489,0,0,35,0,1,13,3.0,13,8.858226439365012,0
15816,2,1275,0,0,36,0,1,3,3.0,22,8.841014310483892,0
15817,21,5478,0,1,65,1,3,1,4.0,22,10.053871145794142,1
15818,4,589,0,1,49,1,0,2,3.0,21,10.129706370367266,0
15819,10,2268,1,0,38,0,1,3,1.0,19,9.53387209732166,0
15820,1,1415,0,0,63,0,0,6,3.0,16,9.654769750102489,0
15821,16,100,1,0,25,0,2,1,1.0,20,9.20432229965062,0
15822,19,2546,0,0,33,0,3,1,1.0,16,9.334503014596605,0
15823,2,3604,0,0,60,0,3,3,4.0,22,9.55094690773585,0
15824,2,1088,0,0,36,0,0,7,1.0,2,9.12063445889169,1
15825,13,996,1,0,33,0,0,5,2.0,20,9.089527751759436,0
15826,19,744,0,0,21,0,0,1,1.0,19,8.966483779064431,0
15827,24,2017,0,0,58,0,5,2,1.0,2,9.830916859701293,0
15828,21,6122,1,0,28,0,2,6,2.0,13,8.39479954320217,0
15829,16,2804,1,1,17,0,0,4,1.0,2,9.574983485564092,1
15830,3,4955,1,0,36,0,2,1,2.0,2,8.812843433517195,1
15831,14,451,0,0,25,0,2,2,3.0,18,8.92903790648844,0
15832,4,589,1,0,21,0,2,1,3.0,21,8.561018670956267,0
15833,14,1537,1,1,65,1,0,2,3.0,18,9.911455722185305,0
15834,5,3123,0,0,58,0,1,6,2.0,19,9.833494180715594,0
15835,1,3201,0,1,70,1,1,12,3.0,22,10.244520800484903,0
15836,1,4570,0,0,31,0,1,4,3.0,18,9.38429367909962,0
15837,3,59,1,0,22,0,0,1,3.0,22,9.1942109900463,0
15838,1,3370,0,0,67,0,1,14,1.0,18,9.559869847754044,0
15839,11,1614,1,0,29,0,0,4,3.0,21,8.528330935826693,0
15840,17,4129,1,0,28,0,0,2,1.0,19,9.135832319801121,1
15841,17,2478,0,0,27,0,2,2,2.0,16,8.957252944288902,0
15842,2,1444,0,0,51,0,2,4,1.0,12,9.785829509067895,0
15843,1,1693,0,0,68,0,0,15,1.0,19,9.924955459151368,0
15844,2,479,1,0,40,0,1,1,3.0,11,9.559587800086119,0
15845,7,898,0,0,26,0,0,2,1.0,19,9.437157168656688,0
15846,18,4824,0,0,62,0,0,4,3.0,1,9.373309200254322,0
15847,1,2564,0,0,23,0,0,1,1.0,22,8.957252944288902,0
15848,1,819,0,0,41,0,0,15,3.0,18,9.264828557260252,1
15849,7,1473,0,0,34,0,3,1,1.0,19,9.492507263739853,0
15850,3,1057,1,0,23,0,0,2,3.0,18,9.132811169466946,1
15851,1,4,0,1,56,1,2,9,1.0,19,10.33539983065914,0
15852,2,154,1,0,25,0,1,2,2.0,13,8.961879012677683,0
15853,20,414,1,0,40,0,3,3,4.0,17,9.06230429314878,1
15854,1,1121,0,1,52,1,0,2,2.0,20,10.286297970079486,1
15855,9,1022,0,0,54,0,1,7,4.0,18,9.627997520849709,0
15856,5,5233,1,0,61,0,0,5,1.0,1,9.671555495188839,0
15857,20,94,0,0,42,0,0,1,3.0,5,9.302190025606063,1
15858,4,2094,1,0,45,0,0,1,1.0,22,9.514289416891836,0
15859,27,3870,1,0,75,0,0,2,2.0,20,9.835743900449609,1
15860,16,2009,1,0,20,0,2,1,1.0,19,9.155250405658222,0
15861,4,3431,1,0,25,0,2,3,3.0,22,8.925853190420922,0
15862,10,1453,1,0,44,0,0,1,1.0,11,9.649240256170584,0
15863,3,2079,0,0,70,0,1,9,3.0,18,9.874264693859224,0
15864,16,4150,0,0,50,0,1,2,3.0,22,9.225426009394223,1
15865,29,1695,1,0,31,0,0,1,3.0,10,9.210340371976184,0
15866,15,885,0,0,50,0,3,7,1.0,21,9.82140944150052,0
15867,2,335,1,0,23,0,0,2,3.0,3,9.319374133000306,0
15868,3,258,1,1,24,1,0,4,2.0,13,9.316860215353856,1
15869,8,2215,1,0,75,0,1,11,2.0,2,9.750569446111415,0
15870,1,2388,0,0,75,0,0,14,4.0,17,10.02765019515655,0
15871,6,535,0,0,48,0,6,1,3.0,22,9.661161181805145,1
15872,1,1973,0,0,75,0,0,2,3.0,18,9.92162212273161,0
15873,21,4753,0,0,39,0,1,4,1.0,20,9.41897923708751,1
15874,29,1281,1,0,21,0,0,1,4.0,22,8.626944055375356,0
15875,12,152,1,1,27,1,0,1,2.0,17,9.598455841749233,0
15876,27,1533,0,1,25,1,1,4,3.0,9,10.132931216398818,1
15877,1,466,0,1,72,1,2,15,3.0,22,10.241558510521038,1
15878,2,18,1,0,28,0,0,5,3.0,22,9.385972940619341,0
15879,1,313,0,0,43,0,0,15,3.0,20,9.234056898593499,0
15880,20,4053,0,0,63,0,0,15,2.0,15,9.570529135214711,1
15881,7,594,0,0,61,0,3,8,1.0,1,9.661925415697901,0
15882,4,2413,1,0,52,0,0,15,3.0,2,9.353574540062091,0
15883,4,968,1,1,72,1,1,14,4.0,22,10.222203067568081,0
15884,1,1260,1,1,67,1,2,15,2.0,17,10.175527928997951,1
15885,18,2822,0,0,39,0,0,15,1.0,2,8.913819350857198,0
15886,2,3132,0,0,75,0,0,3,1.0,12,9.954940834125043,0
15887,2,3930,0,0,52,0,3,2,2.0,14,9.833494180715594,0
15888,1,38,0,0,66,0,0,15,4.0,7,9.530683226667511,0
15889,2,1045,0,0,37,0,0,5,3.0,11,9.017483513266844,0
15890,4,3117,0,0,41,0,0,5,1.0,10,9.168476167877484,0
15891,3,71,0,1,66,1,1,5,1.0,16,10.132692695228933,0
15892,13,5031,1,0,27,0,0,1,3.0,21,8.589699882202986,0
15893,19,3548,0,0,69,0,1,15,1.0,19,9.927692241232945,1
15894,9,1611,0,0,69,0,1,3,3.0,15,9.656563472556515,1
15895,26,4436,0,1,22,1,0,3,3.0,14,10.305747529695344,0
15896,8,453,1,0,29,0,2,4,2.0,20,8.619027497297505,1
15897,2,149,1,1,51,1,3,10,1.0,15,10.220776969740568,0
15898,11,98,1,0,19,0,0,1,1.0,16,8.85366542803745,0
15899,1,1138,0,1,52,1,4,2,3.0,7,10.295867421095638,0
15900,1,217,0,0,61,0,0,7,3.0,5,9.837347750031583,1
15901,10,45,0,0,59,0,1,4,2.0,19,9.674828820533808,0
15902,17,1463,0,0,59,0,1,2,1.0,2,9.581765987860823,0
15903,12,3501,1,1,39,1,0,1,1.0,2,9.98419157995109,1
15904,8,3809,1,0,32,0,0,2,1.0,2,9.228965836099349,0
15905,3,239,0,0,47,0,0,3,3.0,21,9.207135241027235,0
15906,3,563,1,0,66,0,1,15,1.0,16,9.641083287268616,0
15907,14,517,1,0,42,0,0,1,2.0,9,9.464982590349763,0
15908,8,4153,1,0,24,0,0,4,3.0,8,8.261009786023827,0
15909,3,1017,0,0,51,0,3,13,4.0,6,9.625359692889159,0
15910,8,3542,0,0,60,0,1,15,2.0,21,9.730799444710412,0
15911,1,36,0,0,75,0,5,3,4.0,22,9.911455722185305,1
15912,33,3066,0,1,62,1,1,6,2.0,12,10.215081445034222,1
15913,14,451,0,1,25,1,2,15,4.0,17,10.098001150095445,0
15914,2,4900,0,0,66,0,0,14,3.0,21,9.899479531138589,0
15915,7,516,1,0,35,0,1,15,3.0,22,9.403601868808472,1
15916,3,413,0,1,66,1,0,5,3.0,9,10.169046707900138,0
15917,29,3556,1,0,24,0,0,2,3.0,6,8.17188200612782,1
15918,20,5168,0,1,28,0,1,3,3.0,17,9.95953701838715,0
15919,3,962,0,0,74,0,1,5,3.0,17,9.91492193016179,0
15920,9,1261,1,0,22,0,0,2,3.0,4,9.067162602299854,0
15921,1,2499,0,1,22,0,0,1,3.0,19,10.146339609070115,0
15922,2,1401,1,0,41,0,2,1,1.0,13,9.324918276683619,1
15923,13,4383,1,0,45,0,1,1,1.0,22,9.580247384683632,0
15924,1,2754,1,0,43,0,1,4,1.0,16,9.546812608597396,1
15925,28,2338,0,1,50,1,0,12,1.0,21,9.931054080253933,0
15926,1,1244,0,0,73,0,1,13,3.0,18,9.983776383764932,1
15927,3,3410,0,0,46,0,0,10,3.0,18,9.463430999658344,0
15928,2,568,0,0,75,0,4,2,3.0,3,9.806095206527479,0
15929,2,4198,0,0,39,0,0,1,3.0,2,9.224637676677007,0
15930,2,1424,1,0,23,0,2,1,3.0,3,9.33078652505205,0
15931,1,2178,0,1,62,1,1,1,3.0,20,10.016191042449213,0
15932,9,2529,1,0,36,0,2,1,1.0,22,8.933796043934858,1
15933,4,3452,1,0,23,0,0,1,2.0,16,8.332789468417959,1
15934,2,1451,0,1,63,1,3,15,3.0,18,10.264791764858522,0
15935,1,462,0,0,47,0,3,4,3.0,18,9.237177025929743,0
15936,18,513,0,0,53,0,0,15,2.0,22,9.578726471842927,1
15937,1,1287,1,0,68,0,5,8,1.0,14,9.547954813176172,1
15938,3,1955,0,1,44,1,0,15,3.0,21,10.128357612576039,0
15939,2,463,1,0,24,0,0,3,1.0,13,9.141847375530883,1
15940,11,1032,0,0,66,0,0,12,4.0,17,9.915910072534686,1
15941,2,2496,1,0,24,0,2,1,1.0,2,8.348537825386098,1
15942,3,1346,1,0,26,0,3,6,4.0,18,9.396155818024393,0
15943,7,3910,0,0,37,0,1,15,3.0,18,9.017483513266844,0
15944,16,1122,0,0,75,0,0,15,1.0,22,10.01485002038959,1
15945,15,1831,1,1,46,1,4,13,2.0,20,9.772011189747742,0
15946,8,4847,1,1,62,1,1,2,4.0,21,10.396621599170718,0
15947,4,4154,0,0,75,0,0,1,1.0,12,9.791438048727505,0
15948,8,3936,0,1,63,1,8,15,4.0,1,9.997251082348292,0
15949,1,8,0,0,58,0,0,5,3.0,5,9.730799444710412,0
15950,10,3546,1,1,44,1,1,3,2.0,20,9.890402312987472,1
15951,2,5042,1,0,61,0,0,7,4.0,14,9.35444071594994,0
15952,3,2316,1,0,22,0,1,1,4.0,18,9.336444248771908,0
15953,18,344,0,1,24,1,3,2,1.0,19,9.255925405196667,0
15954,2,438,0,1,50,1,0,13,2.0,11,9.822819649468673,0
15955,17,2517,1,0,25,0,3,2,3.0,16,9.279866434624793,1
15956,1,1207,0,0,67,0,3,15,4.0,17,9.774744676643403,0
15957,1,4686,0,0,45,0,0,15,3.0,21,9.695725103260221,1
15958,7,1715,0,0,44,0,0,14,2.0,2,9.287301413112312,0
15959,3,2186,1,0,24,0,2,2,1.0,21,8.283999304248526,0
15960,3,493,1,0,24,0,0,1,1.0,17,8.285513309079741,0
15961,15,3124,1,0,69,0,2,15,1.0,19,9.689799159992674,1
15962,24,2279,1,0,23,0,2,1,1.0,16,9.012864567410551,0
15963,4,96,1,0,50,0,0,4,1.0,19,9.539931847505173,0
15964,5,4387,0,0,45,0,0,1,1.0,16,9.6457525564523,0
15965,23,1,0,0,28,0,0,3,3.0,18,9.298900548955663,0
15966,2,2284,0,0,47,0,0,15,3.0,22,9.605755144230846,0
15967,3,239,1,1,32,0,0,5,1.0,21,9.593696194496246,0
15968,14,2463,1,0,32,0,0,3,3.0,18,9.343996756788856,1
15969,2,1195,1,0,34,0,2,1,3.0,21,9.397981090247738,0
15970,1,460,1,0,57,0,0,2,1.0,19,9.859535665006945,1
15971,3,87,1,0,40,0,3,3,1.0,22,9.644198554585564,0
15972,16,593,1,0,42,0,0,1,1.0,2,9.112948025967533,0
15973,4,545,1,0,35,0,0,3,3.0,22,8.83579236650274,0
15974,9,20,1,0,29,0,0,1,1.0,6,9.19299073364107,0
15975,9,52,0,0,55,0,1,4,3.0,6,9.837347750031583,0
15976,2,1444,1,0,67,0,0,6,2.0,13,9.650400124848845,0
15977,1,1979,0,0,63,0,2,5,3.0,18,9.683837890476173,1
15978,2,412,1,0,28,0,0,2,3.0,22,9.237566358229774,1
15979,10,4590,1,0,48,0,0,1,1.0,12,9.651687291972113,0
15980,27,5290,1,0,25,0,3,1,3.0,22,9.086363192156472,1
15981,2,502,0,1,48,1,4,7,4.0,11,9.620593996816144,0
15982,4,2649,0,1,51,1,1,15,2.0,1,9.711842668281289,0
15983,13,946,0,1,36,1,1,7,3.0,20,9.307104040408491,0
15984,16,509,1,0,22,0,2,1,2.0,20,8.542470998600505,0
15985,12,1052,0,0,63,0,1,15,3.0,18,9.692643056808935,1
15986,3,3244,1,0,22,0,1,2,1.0,9,8.277920258172143,0
15987,2,646,1,0,41,0,0,15,3.0,21,9.406564833939129,1
15988,13,1020,0,0,18,0,0,1,2.0,20,7.853993087224244,1
15989,7,1300,1,0,23,0,0,2,2.0,20,8.757783656334167,0
15990,5,1435,1,0,49,0,3,2,2.0,17,9.634954298923107,0
15991,8,2015,0,1,17,0,4,1,1.0,2,9.716048925842694,0
15992,2,832,1,0,27,0,0,3,3.0,22,9.260272740724393,0
15993,2,1115,0,0,75,0,0,2,4.0,3,10.108385663508988,0
15994,6,31,1,0,20,0,0,1,1.0,4,8.614682812693495,0
15995,6,3432,0,0,75,0,0,4,2.0,22,9.913041765340939,1
15996,2,3386,1,0,23,0,1,3,4.0,2,8.738735461363474,1
15997,3,2955,0,0,47,0,1,4,2.0,16,9.587817443544179,0
15998,2,1517,0,0,41,0,1,15,3.0,18,9.012377119192271,0
15999,2,2029,0,0,38,0,2,10,3.0,18,9.531988993991236,0
16000,1,3201,0,1,46,0,3,13,3.0,14,10.10322326558387,0
16001,4,70,1,0,53,0,2,2,3.0,18,9.631678829240638,0
16002,9,157,1,0,25,0,0,1,3.0,3,9.442879644930755,0
16003,11,750,0,1,52,1,5,1,2.0,22,10.04331905770913,0
16004,9,20,1,0,52,0,0,10,3.0,5,9.733529254725571,1
16005,17,2115,1,0,26,0,1,6,1.0,19,8.756210091886738,0
16006,1,508,1,0,38,0,0,7,3.0,5,9.546241016698438,0
16007,1,156,0,0,66,0,3,15,3.0,5,9.992505248853782,1
16008,3,4176,1,0,32,0,1,1,3.0,17,9.12347443895452,0
16009,12,1301,1,0,27,0,0,2,3.0,10,9.098961783992793,0
16010,2,3604,1,0,49,0,1,3,3.0,11,9.641603172905487,0
16011,4,845,1,0,44,0,1,9,3.0,18,9.108307646411031,0
16012,6,776,0,0,59,0,1,4,3.0,10,9.464362242935328,0
16013,22,1511,0,0,57,0,0,15,2.0,17,9.549380736703105,1
16014,24,1935,1,0,29,0,1,2,3.0,20,9.461254720235749,0
16015,1,758,1,0,21,0,0,1,1.0,19,8.672486075822272,0
16016,11,315,0,0,60,0,0,5,2.0,20,9.464362242935328,0
16017,16,1122,1,0,22,0,0,1,1.0,15,8.989943046329998,1
16018,1,1900,0,1,69,1,3,3,3.0,13,10.27972980196739,0
16019,6,338,1,0,22,0,0,1,2.0,17,8.218247926685745,1
16020,4,1498,0,0,30,0,0,5,2.0,22,9.25339986143663,0
16021,3,3815,1,0,27,0,1,3,3.0,8,9.365804474600255,0
16022,1,4569,1,0,31,0,0,9,1.0,12,9.184406989949679,0
16023,2,664,1,0,26,0,2,2,3.0,11,8.913011922472597,0
16024,7,208,0,0,45,0,0,5,1.0,15,9.53935630792094,0
16025,18,1178,0,0,72,0,1,2,1.0,2,9.830916859701293,0
16026,15,2502,0,0,53,0,1,3,1.0,1,9.681343501555002,0
16027,6,3326,0,0,21,0,2,1,2.0,17,9.106312301552135,0
16028,2,2448,1,0,63,0,0,6,3.0,11,9.578864832272064,0
16029,11,175,0,1,57,1,1,2,3.0,16,10.256507826296044,0
16030,1,614,1,0,60,0,0,8,3.0,13,9.621920081084202,0
16031,1,3843,1,0,49,0,1,3,3.0,5,9.648853334130548,0
16032,12,585,1,0,50,0,1,5,1.0,16,9.828979500361067,0
16033,1,373,0,0,44,0,0,6,1.0,16,9.522373535291795,0
16034,1,1709,0,1,68,1,0,6,3.0,5,10.310950663306965,0
16035,2,4419,0,0,75,0,0,14,4.0,3,10.076936530826485,0
16036,1,643,1,0,28,0,1,6,1.0,20,9.350450079960828,0
16037,2,878,0,1,63,1,0,15,3.0,21,10.228284757576837,0
16038,1,4075,0,0,49,0,1,6,3.0,22,9.282288871288767,0
16039,16,4272,0,1,61,1,7,15,3.0,6,10.165236242961404,1
16040,15,4551,0,1,41,1,2,10,1.0,22,10.313953469065668,0
16041,1,39,0,1,67,1,3,5,4.0,17,10.462508878099516,1
16042,1,727,0,0,45,0,1,2,4.0,16,9.450930836894113,0
16043,3,1252,0,1,27,1,1,6,4.0,17,9.094255892955381,1
16044,10,1860,1,0,42,0,1,5,3.0,22,9.211939093339879,0
16045,2,3425,0,0,59,0,2,2,3.0,3,9.803004013957805,0
16046,8,5162,0,1,19,1,2,2,2.0,1,9.724169480761947,0
16047,2,158,0,1,71,1,1,3,4.0,22,10.387024196064448,0
16048,2,21,0,0,49,0,0,2,3.0,14,9.49160187662504,1
16049,4,136,1,0,19,0,3,1,1.0,8,8.388905171114706,0
16050,15,553,1,0,26,0,0,2,1.0,21,8.961879012677683,0
16051,19,3548,1,0,21,0,5,1,1.0,22,8.846496938558838,1
16052,23,366,0,1,40,1,1,4,4.0,21,9.589981561141528,0
16053,1,2176,0,1,42,1,0,1,3.0,2,10.525289096025524,0
16054,17,1013,0,1,52,1,1,15,1.0,12,9.958392317705414,0
16055,3,1346,0,1,30,0,0,15,4.0,17,9.758692967632895,1
16056,5,1784,1,0,25,0,0,2,2.0,20,9.434283603460957,0
16057,3,3597,0,0,35,0,1,4,3.0,18,9.151014905891367,0
16058,4,1008,0,0,23,0,2,2,3.0,18,8.770283819098399,0
16059,7,3918,1,0,26,0,0,2,2.0,13,9.182763604205949,0
16060,1,1634,0,0,44,0,0,3,3.0,5,9.469468637009902,0
16061,20,94,1,0,21,0,2,1,3.0,10,8.529911963824013,0
16062,1,530,0,0,69,0,0,15,1.0,16,10.018600359636633,1
16063,1,2436,0,1,66,1,0,15,3.0,18,10.179299452417421,0
16064,25,3665,0,1,63,1,1,1,2.0,17,10.158315800116831,0
16065,12,1398,1,0,21,0,5,1,1.0,16,8.806873266530692,0
16066,21,4182,1,0,36,0,2,6,3.0,22,8.951051374025619,0
16067,1,434,1,1,66,0,0,4,3.0,22,10.196007901628159,1
16068,9,10,0,0,58,0,0,4,3.0,21,9.372459221452617,0
16069,3,1069,1,0,36,0,2,1,1.0,16,9.296151028389293,1
16070,1,785,0,0,75,0,3,2,4.0,17,9.973666387157374,1
16071,26,579,1,0,51,0,3,12,1.0,12,9.258558944246657,0
16072,17,3996,1,0,61,0,2,7,1.0,17,9.893841175484322,1
16073,19,1190,0,0,64,0,0,13,2.0,20,9.641603172905487,1
16074,4,357,0,0,19,0,0,1,3.0,18,8.55333223803211,0
16075,7,1625,0,1,29,1,1,7,1.0,12,9.156433137907273,0
16076,1,2494,1,0,43,0,0,7,4.0,17,9.477921772720961,0
16077,6,5516,0,0,42,0,1,15,3.0,14,9.528939547062684,0
16078,3,409,0,1,56,1,1,5,1.0,12,10.08832261449438,0
16079,5,3732,0,0,75,0,0,4,3.0,1,9.887358170606245,0
16080,5,75,1,0,23,0,1,1,1.0,15,9.254165851516213,1
16081,3,748,1,0,27,0,2,2,1.0,16,9.367344120785848,1
16082,1,69,0,0,75,0,1,3,4.0,13,9.956080002655298,0
16083,5,4440,1,0,27,0,5,5,1.0,16,9.41979059615839,0
16084,4,1083,1,0,25,0,2,5,3.0,22,9.316860215353856,0
16085,9,10,0,1,21,1,1,15,4.0,4,10.047068281013653,0
16086,4,3452,1,0,19,0,2,1,3.0,20,8.369620826949102,0
16087,6,667,0,1,70,1,0,6,3.0,21,10.131260372234,0
16088,9,3806,1,0,26,0,0,3,1.0,19,8.55333223803211,0
16089,29,112,1,0,22,0,0,2,3.0,6,8.670772279344538,1
16090,7,274,0,1,21,0,0,10,1.0,19,9.858699369745993,1
16091,8,4395,0,0,31,0,8,2,3.0,19,8.904901577935142,0
16092,4,81,1,0,34,0,3,1,3.0,18,8.865029186687766,0
16093,5,4009,1,0,21,0,2,1,1.0,9,8.611775833902186,0
16094,3,3068,1,0,24,0,0,2,2.0,17,9.022563964499264,0
16095,2,1093,0,0,41,0,3,4,3.0,22,9.737669067841187,1
16096,20,159,0,0,60,0,0,15,3.0,18,9.627997520849709,0
16097,4,1021,0,0,63,0,0,8,1.0,16,9.74893679268753,0
16098,2,194,0,0,38,0,0,9,3.0,22,9.465447598495786,0
16099,2,3839,0,0,22,0,0,1,4.0,22,8.352790135124629,0
16100,7,274,0,1,22,1,3,15,3.0,10,9.864226838582825,0
16101,3,1027,0,0,66,0,3,4,4.0,17,9.967307065249082,0
16102,2,1256,1,0,49,0,1,15,3.0,18,9.697446909121581,0
16103,2,1644,0,1,23,0,0,15,4.0,17,10.024075539524722,0
16104,4,1976,1,0,21,0,0,1,3.0,22,8.724207360800564,1
16105,15,4777,1,1,35,1,0,1,1.0,16,9.601300793881466,0
16106,25,504,1,0,20,0,4,1,3.0,16,9.169934957341145,0
16107,16,40,0,0,30,0,2,2,3.0,15,8.832295859444011,0
16108,19,4056,1,1,20,0,0,4,1.0,1,9.74893679268753,0
16109,8,3356,1,0,22,0,3,2,1.0,19,8.619027497297505,1
16110,2,4096,0,0,56,0,3,2,3.0,14,9.360483030405902,0
16111,3,1225,1,0,32,0,0,1,3.0,14,9.43188264192342,0
16112,1,123,0,0,64,0,0,12,4.0,22,9.732461955484025,0
16113,16,119,0,0,32,0,0,4,3.0,15,8.61974977974133,0
16114,1,682,1,0,22,0,2,2,3.0,18,9.165552189186048,1
